"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
84865,"Male",26,"Some College","Living Partner","No"
84866,"Male",33,"Less than High School","Living Partner","No"
84867,"Female",62,"High School","Divorced","No"
84868,"Male",40,"High School","Single","No"
84869,"Female",54,"College Grad","Married","No"
84870,"Male",33,"College Grad","Married","No"
84872,"Male",32,"Less than High School","Single","No"
84874,"Male",22,"Some College","Living Partner","No"
84878,"Male",46,"Less than High School","Living Partner","No"
84879,"Female",35,"Less than High School","Divorced","No"
84880,"Female",44,"College Grad","Married","No"
84885,"Female",61,"Some College","Married","No"
84887,"Female",42,"Less than High School","Living Partner","No"
84891,"Female",52,"Less than High School","Married","No"
84893,"Female",46,"Some College","Single","No"
84894,"Female",73,"College Grad","Married","No"
84895,"Female",80,"High School","Divorced","No"
84896,"Male",22,"High School","Single","No"
84899,"Female",32,"Some College","Single","No"
84900,"Male",45,"College Grad","Married","No"
84901,"Female",61,"High School","Married","No"
84902,"Female",67,"High School","Widowed","No"
84904,"Female",48,"College Grad","Married","No"
84906,"Male",53,"Some College","Divorced","No"
84910,"Female",51,"Some College","Married","No"
84912,"Male",57,"College Grad","Married","No"
84913,"Female",47,"Less than High School","Married","No"
84914,"Female",52,"Less than High School","Married","No"
84915,"Female",45,"Some College","Married","No"
84916,"Male",38,"Less than High School","Married","No"
84917,"Male",32,"Less than High School","Single","No"
84919,"Male",61,"Less than High School","Single","No"
84920,"Male",35,"Less than High School","Married","No"
84921,"Male",54,"Less than High School","Married","No"
84923,"Female",66,"Some College","Divorced","No"
84924,"Female",28,"College Grad","Married","Yes"
84926,"Male",40,"High School","Living Partner","No"
84927,"Female",43,"College Grad","Married","No"
84929,"Female",67,"Less than High School","Widowed","No"
84930,"Male",49,"High School","Divorced","No"
84931,"Male",30,"High School","Single","No"
84932,"Male",60,"Less than High School","Separated","No"
84933,"Male",30,"High School","Married","No"
84934,"Male",57,"Less than High School","Married","No"
84935,"Male",26,"High School","Single","No"
84937,"Female",26,"Less than High School","Living Partner","No"
84938,"Male",77,"High School","Widowed","No"
84940,"Male",52,"College Grad","Married","No"
84944,"Female",60,"Some College","Married","No"
84945,"Female",30,"College Grad","Single","No"
84946,"Female",38,"Less than High School","Separated","No"
84947,"Male",24,"Some College","Single","No"
84948,"Female",41,"College Grad","Single","No"
84949,"Female",78,"Some College","Widowed","No"
84950,"Male",48,"College Grad","Married","No"
84952,"Female",68,"High School","Divorced","No"
84954,"Female",64,"College Grad","Widowed","No"
84956,"Female",43,"Some College","Living Partner","No"
84957,"Male",21,"Some College","Single","No"
84960,"Female",35,"Less than High School","Married","No"
84962,"Female",57,"College Grad","Married","No"
84964,"Female",22,"High School","Married","No"
84966,"Male",48,"Some College","Married","No"
84967,"Male",76,"Some College","Married","No"
84969,"Male",60,"College Grad","Widowed","No"
84970,"Male",51,"Less than High School","Single","No"
84972,"Female",74,"Some College","Widowed","No"
84974,"Female",28,"Some College","Single","No"
84976,"Male",31,"Less than High School","Married","No"
84977,"Male",29,"College Grad","Married","No"
84978,"Female",60,"Less than High School","Married","No"
84979,"Female",63,"High School","Married","No"
84980,"Male",54,"Some College","Divorced","No"
84982,"Male",26,"Less than High School","Living Partner","No"
84985,"Female",26,"High School","Living Partner","No"
84988,"Male",52,"Less than High School","Widowed","No"
84989,"Female",37,"High School","Married","No"
84990,"Female",33,"College Grad","Married","No"
84992,"Male",68,"High School","Single","No"
84995,"Female",68,"High School","Single","No"
84997,"Female",29,"College Grad","Married","No"
84998,"Female",58,"Some College","Single","No"
85000,"Male",80,"High School","Married","No"
85002,"Female",80,"Less than High School","Widowed","No"
85003,"Female",57,"Less than High School","Divorced","No"
85006,"Female",43,"College Grad","Married","No"
85007,"Male",47,"Some College","Divorced","No"
85009,"Female",25,"High School","Single","No"
85010,"Female",20,"Some College","Single","No"
85014,"Male",42,"High School","Married","No"
85016,"Female",50,"Some College","Married","No"
85017,"Male",76,"College Grad","Divorced","No"
85019,"Female",36,"Less than High School","Single","No"
85022,"Male",61,"Some College","Divorced","No"
85024,"Male",49,"College Grad","Married","No"
85028,"Female",51,"Less than High School","Living Partner","No"
85031,"Female",67,"Less than High School","Married","No"
85033,"Female",70,"Less than High School","Separated","No"
85034,"Female",67,"Less than High School","Married","No"
85035,"Female",80,"Less than High School","Married","No"
85037,"Male",60,"High School","Married","No"
85039,"Female",69,"Less than High School","Married","No"
85040,"Female",25,"Less than High School","Living Partner","No"
85041,"Female",78,"Less than High School","Divorced","No"
85042,"Male",23,"Less than High School","Living Partner","No"
85043,"Male",26,"Some College","Married","No"
85048,"Male",34,"College Grad","Married","No"
85049,"Male",52,"Some College","Married","No"
85051,"Male",67,"High School","Divorced","No"
85052,"Male",34,"High School","Single","No"
85053,"Male",58,"Less than High School","Married","No"
85054,"Male",62,"Some College","Married","No"
85055,"Female",39,"Some College","Married","No"
85057,"Male",67,"Some College","Married","No"
85060,"Male",55,"High School","Married","No"
85061,"Male",70,"High School","Married","No"
85062,"Male",57,"College Grad","Married","No"
85063,"Female",26,"High School","Single","No"
85064,"Male",70,"High School","Living Partner","No"
85066,"Male",49,"Less than High School","Married","No"
85067,"Male",80,"Some College","Married","No"
85069,"Female",74,"College Grad","Married","No"
85073,"Female",41,"Less than High School","Single","No"
85074,"Female",23,"Some College","Living Partner","No"
85075,"Female",41,"High School","Married","No"
85076,"Female",36,"Some College","Married","No"
85077,"Male",70,"Less than High School","Married","No"
85079,"Female",74,"Less than High School","Widowed","No"
85087,"Male",21,"Some College","Living Partner","No"
85088,"Female",68,"High School","Married","No"
85092,"Male",26,"College Grad","Single","No"
85093,"Female",61,"Less than High School","Divorced","No"
85095,"Female",22,"High School","Single","No"
85098,"Female",68,"Less than High School","Widowed","No"
85101,"Male",63,"High School","Widowed","No"
85103,"Male",51,"College Grad","Married","No"
85104,"Female",29,"Less than High School","Married","No"
85106,"Male",64,"Less than High School","Married","No"
85107,"Male",24,"Less than High School","Single","No"
85109,"Male",65,"College Grad","Married","No"
85110,"Male",41,"College Grad","Married","No"
85111,"Female",49,"College Grad","Married","No"
85113,"Male",21,"High School","Single","No"
85114,"Female",22,"Some College","Single","No"
85115,"Male",54,"High School","Living Partner","No"
85117,"Male",37,"College Grad","Separated","No"
85118,"Female",45,"Some College","Married","No"
85119,"Male",78,"College Grad","Married","No"
85120,"Male",65,"Less than High School","Married","No"
85126,"Female",39,"Some College","Married","No"
85127,"Male",35,"High School","Married","No"
85128,"Male",65,"College Grad","Married","No"
85131,"Female",24,"Some College","Living Partner","No"
85132,"Female",31,"College Grad","Living Partner","No"
85137,"Male",61,"Less than High School","Married","No"
85138,"Female",31,"Some College","Single","No"
85142,"Male",71,"Less than High School","Married","No"
85143,"Male",67,"Some College","Living Partner","No"
85145,"Male",35,"Some College","Married","No"
85147,"Female",25,"Less than High School","Married","No"
85148,"Male",45,"High School","Living Partner","No"
85149,"Male",66,"Some College","Married","No"
85152,"Female",72,"Some College","Married","No"
85154,"Female",47,"Less than High School","Single","No"
85155,"Female",50,"College Grad","Married","No"
85156,"Female",73,"Less than High School","Single","No"
85157,"Male",53,"High School","Divorced","No"
85158,"Female",44,"Some College","Living Partner","No"
85159,"Female",31,"High School","Married","No"
85160,"Female",26,"Some College","Divorced","No"
85161,"Female",66,"College Grad","Married","No"
85163,"Male",29,"Some College","Living Partner","No"
85164,"Male",39,"Some College","Married","No"
85166,"Female",53,"Less than High School","Living Partner","No"
85168,"Male",27,"High School","Living Partner","No"
85169,"Male",54,"Less than High School","Married","No"
85170,"Female",80,"College Grad","Married","No"
85171,"Female",29,"Some College","Single","No"
85173,"Female",45,"Less than High School","Separated","No"
85177,"Female",66,"High School","Living Partner","No"
85179,"Female",20,"Some College","Single","No"
85181,"Male",48,"High School","Divorced","No"
85183,"Male",33,"Some College","Married","No"
85187,"Female",67,"Some College","Married","No"
85189,"Male",73,"Less than High School","Divorced","No"
85190,"Female",29,"High School","Living Partner","No"
85192,"Female",53,"Some College","Living Partner","No"
85193,"Female",36,"Some College","Married","No"
85194,"Female",38,"High School","Living Partner","No"
85197,"Male",60,"High School","Married","No"
85198,"Male",55,"High School","Married","No"
85200,"Female",46,"Some College","Single","No"
85202,"Male",34,"Some College","Married","No"
85203,"Female",71,"College Grad","Married","No"
85204,"Female",20,"High School","Living Partner","No"
85205,"Male",25,"High School","Married","No"
85209,"Female",43,"Some College","Divorced","No"
85211,"Male",42,"College Grad","Married","No"
85212,"Male",80,"Some College","Married","No"
85213,"Male",52,"Some College","Married","No"
85214,"Male",26,"Some College","Single","No"
85215,"Male",65,"High School","Divorced","No"
85216,"Female",65,"Some College","Single","No"
85217,"Male",31,"High School","Married","No"
85218,"Male",32,"College Grad","Living Partner","No"
85219,"Male",75,"Some College","Married","No"
85220,"Male",47,"Less than High School","Divorced","No"
85222,"Female",35,"Some College","Married","No"
85224,"Female",48,"Some College","Married","No"
85229,"Female",29,"College Grad","Married","No"
85230,"Female",55,"High School","Divorced","No"
85231,"Female",40,"Less than High School","Divorced","No"
85232,"Female",66,"Some College","Married","No"
85233,"Female",52,"High School","Married","No"
85234,"Male",32,"Some College","Living Partner","No"
85236,"Female",78,"Less than High School","Married","No"
85238,"Male",80,"Less than High School","Widowed","No"
85239,"Female",55,"High School","Separated","No"
85241,"Female",52,"College Grad","Married","No"
85243,"Female",43,"Some College","Single","No"
85244,"Female",43,"Less than High School","Separated","No"
85245,"Female",71,"Some College","Widowed","No"
85246,"Male",23,"Some College","Single","No"
85249,"Female",53,"High School","Married","No"
85250,"Female",70,"High School","Married","No"
85252,"Female",22,"Some College","Single","No"
85253,"Male",57,"Some College","Married","No"
85256,"Female",27,"Some College","Single","No"
