location,date,vaccine,total_vaccinations
Argentina,2021-06-22,Oxford/AstraZeneca,6576265
Argentina,2021-06-22,Pfizer/BioNTech,48
Argentina,2021-06-22,Sinopharm/Beijing,3790127
Argentina,2021-06-22,Sputnik V,8934835
Argentina,2021-06-23,Oxford/AstraZeneca,6770159
Argentina,2021-06-23,Sinopharm/Beijing,3814479
Argentina,2021-06-23,Sputnik V,8979841
Argentina,2021-06-24,Oxford/AstraZeneca,6945336
Argentina,2021-06-24,Sinopharm/Beijing,3887654
Argentina,2021-06-24,Sputnik V,9036092
Argentina,2021-06-25,CanSino,12
Argentina,2021-06-25,Moderna,18
Argentina,2021-06-25,Oxford/AstraZeneca,7165000
Argentina,2021-06-25,Pfizer/BioNTech,50
Argentina,2021-06-25,Sinopharm/Beijing,3997544
Argentina,2021-06-25,Sputnik V,9083436
Argentina,2021-06-26,Oxford/AstraZeneca,7358283
Argentina,2021-06-26,Sinopharm/Beijing,4089367
Argentina,2021-06-26,Sputnik V,9114712
Argentina,2021-06-27,Oxford/AstraZeneca,7457541
Argentina,2021-06-27,Sinopharm/Beijing,4147242
Argentina,2021-06-27,Sputnik V,9133869
Argentina,2021-06-28,Oxford/AstraZeneca,7623386
Argentina,2021-06-28,Sinopharm/Beijing,4326726
Argentina,2021-06-28,Sputnik V,9161717
Argentina,2021-06-29,Oxford/AstraZeneca,7801007
Argentina,2021-06-29,Sinopharm/Beijing,4499611
Argentina,2021-06-29,Sputnik V,9185767
Argentina,2021-06-30,Oxford/AstraZeneca,8008499
Argentina,2021-06-30,Pfizer/BioNTech,51
Argentina,2021-06-30,Sinopharm/Beijing,4650309
Argentina,2021-06-30,Sputnik V,9203455
Argentina,2021-07-01,Oxford/AstraZeneca,8322086
Argentina,2021-07-01,Sinopharm/Beijing,4753305
Argentina,2021-07-01,Sputnik V,9219240
Argentina,2021-07-02,CanSino,13
Argentina,2021-07-02,Oxford/AstraZeneca,8589631
Argentina,2021-07-02,Sinopharm/Beijing,4866285
Argentina,2021-07-02,Sputnik V,9254466
Argentina,2021-07-03,Oxford/AstraZeneca,8753534
Argentina,2021-07-03,Pfizer/BioNTech,53
Argentina,2021-07-03,Sinopharm/Beijing,4939488
Argentina,2021-07-03,Sputnik V,9354090
Argentina,2021-07-04,Oxford/AstraZeneca,8869500
Argentina,2021-07-04,Pfizer/BioNTech,54
Argentina,2021-07-04,Sinopharm/Beijing,4996688
Argentina,2021-07-04,Sputnik V,9377496
Argentina,2021-07-05,Oxford/AstraZeneca,9129722
Argentina,2021-07-05,Sinopharm/Beijing,5056806
Argentina,2021-07-05,Sputnik V,9467196
Argentina,2021-07-06,Oxford/AstraZeneca,9366547
Argentina,2021-07-06,Pfizer/BioNTech,55
Argentina,2021-07-06,Sinopharm/Beijing,5118616
Argentina,2021-07-06,Sputnik V,9585590
Argentina,2021-07-07,Oxford/AstraZeneca,9593505
Argentina,2021-07-07,Sinopharm/Beijing,5165599
Argentina,2021-07-07,Sputnik V,9716201
Argentina,2021-07-08,Moderna,19
Argentina,2021-07-08,Oxford/AstraZeneca,9726072
Argentina,2021-07-08,Sinopharm/Beijing,5274064
Argentina,2021-07-08,Sputnik V,9885830
Argentina,2021-07-09,Moderna,21
Argentina,2021-07-09,Oxford/AstraZeneca,9789301
Argentina,2021-07-09,Sinopharm/Beijing,5386135
Argentina,2021-07-09,Sputnik V,10068229
Argentina,2021-07-10,Moderna,25
Argentina,2021-07-10,Oxford/AstraZeneca,9861211
Argentina,2021-07-10,Sinopharm/Beijing,5545767
Argentina,2021-07-10,Sputnik V,10168759
Argentina,2021-07-11,Moderna,27
Argentina,2021-07-11,Oxford/AstraZeneca,9912774
Argentina,2021-07-11,Sinopharm/Beijing,5610634
Argentina,2021-07-11,Sputnik V,10217888
Argentina,2021-07-12,Oxford/AstraZeneca,10000513
Argentina,2021-07-12,Sinopharm/Beijing,5788393
Argentina,2021-07-12,Sputnik V,10339727
Argentina,2021-07-13,Oxford/AstraZeneca,10080415
Argentina,2021-07-13,Pfizer/BioNTech,56
Argentina,2021-07-13,Sinopharm/Beijing,5959482
Argentina,2021-07-13,Sputnik V,10482459
Argentina,2021-07-14,Oxford/AstraZeneca,10149430
Argentina,2021-07-14,Pfizer/BioNTech,57
Argentina,2021-07-14,Sinopharm/Beijing,6160015
Argentina,2021-07-14,Sputnik V,10611416
Argentina,2021-07-15,Oxford/AstraZeneca,10211557
Argentina,2021-07-15,Pfizer/BioNTech,58
Argentina,2021-07-15,Sinopharm/Beijing,6374842
Argentina,2021-07-15,Sputnik V,10734579
Argentina,2021-07-16,Oxford/AstraZeneca,10264449
Argentina,2021-07-16,Sinopharm/Beijing,6634888
Argentina,2021-07-16,Sputnik V,10878164
Argentina,2021-07-17,Oxford/AstraZeneca,10304860
Argentina,2021-07-17,Sinopharm/Beijing,6809339
Argentina,2021-07-17,Sputnik V,10986050
Argentina,2021-07-18,Oxford/AstraZeneca,10347081
Argentina,2021-07-18,Sinopharm/Beijing,6897044
Argentina,2021-07-18,Sputnik V,11024396
Argentina,2021-07-19,Moderna,28
Argentina,2021-07-19,Oxford/AstraZeneca,10428383
Argentina,2021-07-19,Pfizer/BioNTech,59
Argentina,2021-07-19,Sinopharm/Beijing,7163257
Argentina,2021-07-19,Sputnik V,11095767
Argentina,2021-07-20,CanSino,15
Argentina,2021-07-20,Moderna,40
Argentina,2021-07-20,Oxford/AstraZeneca,10497420
Argentina,2021-07-20,Sinopharm/Beijing,7356298
Argentina,2021-07-20,Sputnik V,11282481
Argentina,2021-07-21,Moderna,47
Argentina,2021-07-21,Oxford/AstraZeneca,10564097
Argentina,2021-07-21,Sinopharm/Beijing,7620660
Argentina,2021-07-21,Sputnik V,11371581
Argentina,2021-07-22,Moderna,49
Argentina,2021-07-22,Oxford/AstraZeneca,10625788
Argentina,2021-07-22,Sinopharm/Beijing,7905029
Argentina,2021-07-22,Sputnik V,11413971
Argentina,2021-07-23,Moderna,52
Argentina,2021-07-23,Oxford/AstraZeneca,10700620
Argentina,2021-07-23,Sinopharm/Beijing,8212140
Argentina,2021-07-23,Sputnik V,11440927
Argentina,2021-07-24,Moderna,54
Argentina,2021-07-24,Oxford/AstraZeneca,10761586
Argentina,2021-07-24,Sinopharm/Beijing,8371723
Argentina,2021-07-24,Sputnik V,11458107
Argentina,2021-07-25,Moderna,71
Argentina,2021-07-25,Oxford/AstraZeneca,10773214
Argentina,2021-07-25,Sinopharm/Beijing,8485250
Argentina,2021-07-25,Sputnik V,11466864
Argentina,2021-07-26,Moderna,75
Argentina,2021-07-26,Oxford/AstraZeneca,10876836
Argentina,2021-07-26,Sinopharm/Beijing,8762574
Argentina,2021-07-26,Sputnik V,11493746
Argentina,2021-07-27,Moderna,102
Argentina,2021-07-27,Oxford/AstraZeneca,11047507
Argentina,2021-07-27,Sinopharm/Beijing,9004932
Argentina,2021-07-27,Sputnik V,11509127
Argentina,2021-07-28,Moderna,134
Argentina,2021-07-28,Oxford/AstraZeneca,11206894
Argentina,2021-07-28,Sinopharm/Beijing,9290138
Argentina,2021-07-28,Sputnik V,11524745
Argentina,2021-07-29,Moderna,149
Argentina,2021-07-29,Oxford/AstraZeneca,11325793
Argentina,2021-07-29,Sinopharm/Beijing,9580257
Argentina,2021-07-29,Sputnik V,11540954
Argentina,2021-07-30,Moderna,284
Argentina,2021-07-30,Oxford/AstraZeneca,11437559
Argentina,2021-07-30,Sinopharm/Beijing,9881473
Argentina,2021-07-30,Sputnik V,11555129
Argentina,2021-07-31,Moderna,1980
Argentina,2021-07-31,Oxford/AstraZeneca,11499221
Argentina,2021-07-31,Sinopharm/Beijing,10085549
Argentina,2021-07-31,Sputnik V,11562616
Argentina,2021-08-01,Moderna,2257
Argentina,2021-08-01,Oxford/AstraZeneca,11528671
Argentina,2021-08-01,Pfizer/BioNTech,60
Argentina,2021-08-01,Sinopharm/Beijing,10216880
Argentina,2021-08-01,Sputnik V,11569034
Argentina,2021-08-02,Moderna,5958
Argentina,2021-08-02,Oxford/AstraZeneca,11616816
Argentina,2021-08-02,Pfizer/BioNTech,61
Argentina,2021-08-02,Sinopharm/Beijing,10530209
Argentina,2021-08-02,Sputnik V,11581258
Argentina,2021-08-03,Moderna,55657
Argentina,2021-08-03,Oxford/AstraZeneca,11750698
Argentina,2021-08-03,Sinopharm/Beijing,10742896
Argentina,2021-08-03,Sputnik V,11593328
Argentina,2021-08-04,CanSino,17
Argentina,2021-08-04,Moderna,77216
Argentina,2021-08-04,Oxford/AstraZeneca,11893442
Argentina,2021-08-04,Sinopharm/Beijing,10983819
Argentina,2021-08-04,Sputnik V,11605798
Argentina,2021-08-05,Moderna,95919
Argentina,2021-08-05,Oxford/AstraZeneca,12061984
Argentina,2021-08-05,Sinopharm/Beijing,11212953
Argentina,2021-08-05,Sputnik V,11620081
Argentina,2021-08-06,CanSino,18
Argentina,2021-08-06,Moderna,117113
Argentina,2021-08-06,Oxford/AstraZeneca,12217093
Argentina,2021-08-06,Pfizer/BioNTech,62
Argentina,2021-08-06,Sinopharm/Beijing,11443364
Argentina,2021-08-06,Sputnik V,11627619
Argentina,2021-08-07,Moderna,158871
Argentina,2021-08-07,Oxford/AstraZeneca,12299080
Argentina,2021-08-07,Pfizer/BioNTech,63
Argentina,2021-08-07,Sinopharm/Beijing,11592287
Argentina,2021-08-07,Sputnik V,11633271
Argentina,2021-08-08,Moderna,197922
Argentina,2021-08-08,Oxford/AstraZeneca,12321514
Argentina,2021-08-08,Pfizer/BioNTech,64
Argentina,2021-08-08,Sinopharm/Beijing,11689281
Argentina,2021-08-08,Sputnik V,11636573
Argentina,2021-08-09,Moderna,368841
Argentina,2021-08-09,Oxford/AstraZeneca,12437379
Argentina,2021-08-09,Pfizer/BioNTech,65
Argentina,2021-08-09,Sinopharm/Beijing,11783374
Argentina,2021-08-09,Sputnik V,11646986
Argentina,2021-08-10,Moderna,533471
Argentina,2021-08-10,Oxford/AstraZeneca,12546648
Argentina,2021-08-10,Sinopharm/Beijing,11871447
Argentina,2021-08-10,Sputnik V,11655769
Argentina,2021-08-11,Moderna,714295
Argentina,2021-08-11,Oxford/AstraZeneca,12687198
Argentina,2021-08-11,Pfizer/BioNTech,66
Argentina,2021-08-11,Sinopharm/Beijing,11953477
Argentina,2021-08-11,Sputnik V,11665334
Argentina,2021-08-12,CanSino,19
Argentina,2021-08-12,Moderna,851796
Argentina,2021-08-12,Oxford/AstraZeneca,12824500
Argentina,2021-08-12,Pfizer/BioNTech,68
Argentina,2021-08-12,Sinopharm/Beijing,12046475
Argentina,2021-08-12,Sputnik V,11690258
Argentina,2021-08-13,Moderna,957795
Argentina,2021-08-13,Oxford/AstraZeneca,12946237
Argentina,2021-08-13,Sinopharm/Beijing,12142323
Argentina,2021-08-13,Sputnik V,11783713
Argentina,2021-08-14,Moderna,1034243
Argentina,2021-08-14,Oxford/AstraZeneca,13035379
Argentina,2021-08-14,Sinopharm/Beijing,12177489
Argentina,2021-08-14,Sputnik V,11839680
Argentina,2021-08-15,Moderna,1073011
Argentina,2021-08-15,Oxford/AstraZeneca,13123104
Argentina,2021-08-15,Sinopharm/Beijing,12192040
Argentina,2021-08-15,Sputnik V,11861380
Argentina,2021-08-16,Moderna,1148465
Argentina,2021-08-16,Oxford/AstraZeneca,13151815
Argentina,2021-08-16,Sinopharm/Beijing,12209659
Argentina,2021-08-16,Sputnik V,11930721
Argentina,2021-08-17,Moderna,1309471
Argentina,2021-08-17,Oxford/AstraZeneca,13218699
Argentina,2021-08-17,Pfizer/BioNTech,69
Argentina,2021-08-17,Sinopharm/Beijing,12282161
Argentina,2021-08-17,Sputnik V,12070307
Argentina,2021-08-18,Moderna,1468778
Argentina,2021-08-18,Oxford/AstraZeneca,13292858
Argentina,2021-08-18,Sinopharm/Beijing,12360424
Argentina,2021-08-18,Sputnik V,12194113
Argentina,2021-08-19,Moderna,1576863
Argentina,2021-08-19,Oxford/AstraZeneca,13405854
Argentina,2021-08-19,Sinopharm/Beijing,12425010
Argentina,2021-08-19,Sputnik V,12334768
Argentina,2021-08-20,Moderna,1655250
Argentina,2021-08-20,Oxford/AstraZeneca,13556821
Argentina,2021-08-20,Pfizer/BioNTech,70
Argentina,2021-08-20,Sinopharm/Beijing,12488236
Argentina,2021-08-20,Sputnik V,12479111
Argentina,2021-08-21,Moderna,1678325
Argentina,2021-08-21,Oxford/AstraZeneca,13682595
Argentina,2021-08-21,Sinopharm/Beijing,12522583
Argentina,2021-08-21,Sputnik V,12553307
Argentina,2021-08-22,Moderna,1690193
Argentina,2021-08-22,Oxford/AstraZeneca,13769718
Argentina,2021-08-22,Pfizer/BioNTech,71
Argentina,2021-08-22,Sinopharm/Beijing,12563261
Argentina,2021-08-22,Sputnik V,12583760
Argentina,2021-08-23,Moderna,1731400
Argentina,2021-08-23,Oxford/AstraZeneca,13900687
Argentina,2021-08-23,Sinopharm/Beijing,12705521
Argentina,2021-08-23,Sputnik V,12678192
Argentina,2021-08-24,Moderna,1768883
Argentina,2021-08-24,Oxford/AstraZeneca,14048738
Argentina,2021-08-24,Sinopharm/Beijing,12893994
Argentina,2021-08-24,Sputnik V,12753431
Argentina,2021-08-25,Moderna,1798735
Argentina,2021-08-25,Oxford/AstraZeneca,14211599
Argentina,2021-08-25,Pfizer/BioNTech,72
Argentina,2021-08-25,Sinopharm/Beijing,13071919
Argentina,2021-08-25,Sputnik V,12809615
Argentina,2021-08-26,Moderna,1869300
Argentina,2021-08-26,Oxford/AstraZeneca,14361693
Argentina,2021-08-26,Pfizer/BioNTech,73
Argentina,2021-08-26,Sinopharm/Beijing,13240767
Argentina,2021-08-26,Sputnik V,12863097
Argentina,2021-08-27,Moderna,1927993
Argentina,2021-08-27,Oxford/AstraZeneca,14507838
Argentina,2021-08-27,Sinopharm/Beijing,13459459
Argentina,2021-08-27,Sputnik V,12907583
Argentina,2021-08-28,Moderna,1965351
Argentina,2021-08-28,Oxford/AstraZeneca,14561554
Argentina,2021-08-28,Sinopharm/Beijing,13590614
Argentina,2021-08-28,Sputnik V,12929175
Argentina,2021-08-29,Moderna,1985348
Argentina,2021-08-29,Oxford/AstraZeneca,14595095
Argentina,2021-08-29,Sinopharm/Beijing,13673542
Argentina,2021-08-29,Sputnik V,12961686
Argentina,2021-08-30,Moderna,2034620
Argentina,2021-08-30,Oxford/AstraZeneca,14717824
Argentina,2021-08-30,Pfizer/BioNTech,74
Argentina,2021-08-30,Sinopharm/Beijing,13833775
Argentina,2021-08-30,Sputnik V,13047771
Argentina,2021-08-31,Moderna,2101246
Argentina,2021-08-31,Oxford/AstraZeneca,14839084
Argentina,2021-08-31,Sinopharm/Beijing,13971584
Argentina,2021-08-31,Sputnik V,13183551
Argentina,2021-09-01,Moderna,2174292
Argentina,2021-09-01,Oxford/AstraZeneca,14949984
Argentina,2021-09-01,Sinopharm/Beijing,14123489
Argentina,2021-09-01,Sputnik V,13304039
Argentina,2021-09-02,Moderna,2237754
Argentina,2021-09-02,Oxford/AstraZeneca,15030709
Argentina,2021-09-02,Sinopharm/Beijing,14321069
Argentina,2021-09-02,Sputnik V,13410826
Argentina,2021-09-03,Moderna,2300044
Argentina,2021-09-03,Oxford/AstraZeneca,15111980
Argentina,2021-09-03,Sinopharm/Beijing,14519265
Argentina,2021-09-03,Sputnik V,13504172
Argentina,2021-09-04,Moderna,2336532
Argentina,2021-09-04,Oxford/AstraZeneca,15170903
Argentina,2021-09-04,Sinopharm/Beijing,14651881
Argentina,2021-09-04,Sputnik V,13572470
Argentina,2021-09-05,Moderna,2353993
Argentina,2021-09-05,Oxford/AstraZeneca,15232137
Argentina,2021-09-05,Sinopharm/Beijing,14728369
Argentina,2021-09-05,Sputnik V,13614246
Argentina,2021-09-06,Moderna,2406989
Argentina,2021-09-06,Oxford/AstraZeneca,15395451
Argentina,2021-09-06,Sinopharm/Beijing,14874519
Argentina,2021-09-06,Sputnik V,13693901
Argentina,2021-09-07,CanSino,67
Argentina,2021-09-07,Moderna,2457575
Argentina,2021-09-07,Oxford/AstraZeneca,15580098
Argentina,2021-09-07,Sinopharm/Beijing,15019636
Argentina,2021-09-07,Sputnik V,13777660
Argentina,2021-09-08,CanSino,107
Argentina,2021-09-08,Moderna,2497460
Argentina,2021-09-08,Oxford/AstraZeneca,15721416
Argentina,2021-09-08,Pfizer/BioNTech,77
Argentina,2021-09-08,Sinopharm/Beijing,15137282
Argentina,2021-09-08,Sputnik V,13852973
Argentina,2021-09-09,CanSino,114
Argentina,2021-09-09,Moderna,2531523
Argentina,2021-09-09,Oxford/AstraZeneca,15859656
Argentina,2021-09-09,Pfizer/BioNTech,78
Argentina,2021-09-09,Sinopharm/Beijing,15270615
Argentina,2021-09-09,Sputnik V,13945584
Argentina,2021-09-10,CanSino,118
Argentina,2021-09-10,Moderna,2566028
Argentina,2021-09-10,Oxford/AstraZeneca,15950933
Argentina,2021-09-10,Sinopharm/Beijing,15414803
Argentina,2021-09-10,Sputnik V,14018652
Argentina,2021-09-11,CanSino,393
Argentina,2021-09-11,Moderna,2578115
Argentina,2021-09-11,Oxford/AstraZeneca,16072568
Argentina,2021-09-11,Pfizer/BioNTech,79
Argentina,2021-09-11,Sinopharm/Beijing,15449817
Argentina,2021-09-11,Sputnik V,14048557
Argentina,2021-09-12,CanSino,766
Argentina,2021-09-12,Moderna,2579036
Argentina,2021-09-12,Oxford/AstraZeneca,16076816
Argentina,2021-09-12,Pfizer/BioNTech,81
Argentina,2021-09-12,Sinopharm/Beijing,15453189
Argentina,2021-09-12,Sputnik V,14049461
Argentina,2021-09-13,CanSino,14924
Argentina,2021-09-13,Moderna,2603670
Argentina,2021-09-13,Oxford/AstraZeneca,16243724
Argentina,2021-09-13,Pfizer/BioNTech,82
Argentina,2021-09-13,Sinopharm/Beijing,15512170
Argentina,2021-09-13,Sputnik V,14087733
Argentina,2021-09-14,CanSino,16124
Argentina,2021-09-14,Moderna,2651126
Argentina,2021-09-14,Oxford/AstraZeneca,16369615
Argentina,2021-09-14,Pfizer/BioNTech,219
Argentina,2021-09-14,Sinopharm/Beijing,15572726
Argentina,2021-09-14,Sputnik V,14132462
Argentina,2021-09-15,CanSino,17254
Argentina,2021-09-15,Moderna,2690349
Argentina,2021-09-15,Oxford/AstraZeneca,16416033
Argentina,2021-09-15,Pfizer/BioNTech,289
Argentina,2021-09-15,Sinopharm/Beijing,15627143
Argentina,2021-09-15,Sputnik V,14321912
Argentina,2021-09-16,CanSino,18580
Argentina,2021-09-16,Moderna,2720485
Argentina,2021-09-16,Oxford/AstraZeneca,16596102
Argentina,2021-09-16,Pfizer/BioNTech,4962
Argentina,2021-09-16,Sinopharm/Beijing,15676784
Argentina,2021-09-16,Sputnik V,14417678
Argentina,2021-09-17,CanSino,27169
Argentina,2021-09-17,Moderna,2741366
Argentina,2021-09-17,Oxford/AstraZeneca,16709468
Argentina,2021-09-17,Pfizer/BioNTech,10121
Argentina,2021-09-17,Sinopharm/Beijing,15769820
Argentina,2021-09-17,Sputnik V,14540532
Argentina,2021-09-18,CanSino,27642
Argentina,2021-09-18,Moderna,2755368
Argentina,2021-09-18,Oxford/AstraZeneca,16736661
Argentina,2021-09-18,Pfizer/BioNTech,18504
Argentina,2021-09-18,Sinopharm/Beijing,15814501
Argentina,2021-09-18,Sputnik V,14667290
Argentina,2021-09-19,CanSino,27686
Argentina,2021-09-19,Moderna,2774171
Argentina,2021-09-19,Oxford/AstraZeneca,16806684
Argentina,2021-09-19,Pfizer/BioNTech,19505
Argentina,2021-09-19,Sinopharm/Beijing,15846225
Argentina,2021-09-19,Sputnik V,14683489
Argentina,2021-09-20,CanSino,30182
Argentina,2021-09-20,Moderna,2794080
Argentina,2021-09-20,Oxford/AstraZeneca,16857534
Argentina,2021-09-20,Pfizer/BioNTech,21915
Argentina,2021-09-20,Sinopharm/Beijing,15900554
Argentina,2021-09-20,Sputnik V,14899884
Argentina,2021-09-21,CanSino,32679
Argentina,2021-09-21,Moderna,2804754
Argentina,2021-09-21,Oxford/AstraZeneca,16893777
Argentina,2021-09-21,Pfizer/BioNTech,23200
Argentina,2021-09-21,Sinopharm/Beijing,15970345
Argentina,2021-09-21,Sputnik V,15089179
Argentina,2021-09-22,CanSino,35968
Argentina,2021-09-22,Moderna,2833479
Argentina,2021-09-22,Oxford/AstraZeneca,17050998
Argentina,2021-09-22,Pfizer/BioNTech,26364
Argentina,2021-09-22,Sinopharm/Beijing,16051163
Argentina,2021-09-22,Sputnik V,15144918
Argentina,2021-09-23,CanSino,39844
Argentina,2021-09-23,Moderna,2913253
Argentina,2021-09-23,Oxford/AstraZeneca,17087720
Argentina,2021-09-23,Pfizer/BioNTech,103898
Argentina,2021-09-23,Sinopharm/Beijing,16123843
Argentina,2021-09-23,Sputnik V,15186580
Argentina,2021-09-24,CanSino,44135
Argentina,2021-09-24,Moderna,2933654
Argentina,2021-09-24,Oxford/AstraZeneca,17212617
Argentina,2021-09-24,Pfizer/BioNTech,128956
Argentina,2021-09-24,Sinopharm/Beijing,16177673
Argentina,2021-09-24,Sputnik V,15219632
Argentina,2021-09-25,CanSino,46654
Argentina,2021-09-25,Moderna,2941263
Argentina,2021-09-25,Oxford/AstraZeneca,17236478
Argentina,2021-09-25,Pfizer/BioNTech,135462
Argentina,2021-09-25,Sinopharm/Beijing,16245195
Argentina,2021-09-25,Sputnik V,15239949
Argentina,2021-09-26,CanSino,47274
Argentina,2021-09-26,Moderna,2946177
Argentina,2021-09-26,Oxford/AstraZeneca,17276895
Argentina,2021-09-26,Pfizer/BioNTech,136794
Argentina,2021-09-26,Sinopharm/Beijing,16279619
Argentina,2021-09-26,Sputnik V,15246324
Argentina,2021-09-27,CanSino,52907
Argentina,2021-09-27,Moderna,2969552
Argentina,2021-09-27,Oxford/AstraZeneca,17381427
Argentina,2021-09-27,Pfizer/BioNTech,144168
Argentina,2021-09-27,Sinopharm/Beijing,16383442
Argentina,2021-09-27,Sputnik V,15284418
Argentina,2021-09-28,CanSino,58224
Argentina,2021-09-28,Moderna,2993449
Argentina,2021-09-28,Oxford/AstraZeneca,17482345
Argentina,2021-09-28,Pfizer/BioNTech,151402
Argentina,2021-09-28,Sinopharm/Beijing,16485526
Argentina,2021-09-28,Sputnik V,15346149
Argentina,2021-09-29,CanSino,62143
Argentina,2021-09-29,Moderna,3015061
Argentina,2021-09-29,Oxford/AstraZeneca,17553593
Argentina,2021-09-29,Pfizer/BioNTech,161095
Argentina,2021-09-29,Sinopharm/Beijing,16569953
Argentina,2021-09-29,Sputnik V,15411034
Argentina,2021-09-30,CanSino,65388
Argentina,2021-09-30,Moderna,3032844
Argentina,2021-09-30,Oxford/AstraZeneca,17633816
Argentina,2021-09-30,Pfizer/BioNTech,187586
Argentina,2021-09-30,Sinopharm/Beijing,16651126
Argentina,2021-09-30,Sputnik V,15539073
Argentina,2021-10-01,CanSino,69169
Argentina,2021-10-01,Moderna,3050061
Argentina,2021-10-01,Oxford/AstraZeneca,17775865
Argentina,2021-10-01,Pfizer/BioNTech,209605
Argentina,2021-10-01,Sinopharm/Beijing,16698937
Argentina,2021-10-01,Sputnik V,15610748
Argentina,2021-10-02,CanSino,70327
Argentina,2021-10-02,Moderna,3055482
Argentina,2021-10-02,Oxford/AstraZeneca,17877260
Argentina,2021-10-02,Pfizer/BioNTech,218110
Argentina,2021-10-02,Sinopharm/Beijing,16719316
Argentina,2021-10-02,Sputnik V,15653111
Argentina,2021-10-03,CanSino,70494
Argentina,2021-10-03,Moderna,3058945
Argentina,2021-10-03,Oxford/AstraZeneca,17943650
Argentina,2021-10-03,Pfizer/BioNTech,224283
Argentina,2021-10-03,Sinopharm/Beijing,16726599
Argentina,2021-10-03,Sputnik V,15678241
Argentina,2021-10-04,CanSino,73265
Argentina,2021-10-04,Moderna,3072538
Argentina,2021-10-04,Oxford/AstraZeneca,18002827
Argentina,2021-10-04,Pfizer/BioNTech,240331
Argentina,2021-10-04,Sinopharm/Beijing,16809947
Argentina,2021-10-04,Sputnik V,15733617
Argentina,2021-10-05,CanSino,76908
Argentina,2021-10-05,Moderna,3088800
Argentina,2021-10-05,Oxford/AstraZeneca,18067035
Argentina,2021-10-05,Pfizer/BioNTech,304039
Argentina,2021-10-05,Sinopharm/Beijing,16849349
Argentina,2021-10-05,Sputnik V,15813370
Argentina,2021-10-06,CanSino,80838
Argentina,2021-10-06,Moderna,3100408
Argentina,2021-10-06,Oxford/AstraZeneca,18151510
Argentina,2021-10-06,Pfizer/BioNTech,328303
Argentina,2021-10-06,Sinopharm/Beijing,16889663
Argentina,2021-10-06,Sputnik V,15896770
Argentina,2021-10-07,CanSino,83535
Argentina,2021-10-07,Moderna,3130672
Argentina,2021-10-07,Oxford/AstraZeneca,18251617
Argentina,2021-10-07,Pfizer/BioNTech,372921
Argentina,2021-10-07,Sinopharm/Beijing,16925883
Argentina,2021-10-07,Sputnik V,15947880
Argentina,2021-10-08,CanSino,84445
Argentina,2021-10-08,Moderna,3136230
Argentina,2021-10-08,Oxford/AstraZeneca,18302852
Argentina,2021-10-08,Pfizer/BioNTech,387908
Argentina,2021-10-08,Sinopharm/Beijing,16939636
Argentina,2021-10-08,Sputnik V,15982896
Argentina,2021-10-09,CanSino,85262
Argentina,2021-10-09,Moderna,3141515
Argentina,2021-10-09,Oxford/AstraZeneca,18344915
Argentina,2021-10-09,Pfizer/BioNTech,391801
Argentina,2021-10-09,Sinopharm/Beijing,16960726
